"","Date","Site","Sat","LINEAGEQA","LINEAGEQA1","PIXELQA","PIXELQA1","RADSATQA","RADSATQA1","SRAEROSOLQA","SRATMOSOPACITYQA","SRATMOSOPACITYQA1","SRB1","SRB11","SRB2","SRB21","SRB3","SRB31","SRB4","SRB41","SRB5","SRB51","SRB6","SRB7","SRB71","SRCLOUDQA","SRCLOUDQA1","SatDate"
"566",2007-06-03,"S2",7,2,NA,68,NA,0,NA,NA,10,NA,424,NA,510,NA,386.666666666667,NA,319.666666666667,NA,208,NA,NA,157,NA,40,NA,2007-06-03
"567",2007-06-19,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,371.333333333333,NA,580,NA,386.666666666667,NA,228,NA,137,NA,NA,92,NA,40,NA,2007-06-19
"568",2007-06-26,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,439.333333333333,NA,689,NA,506.666666666667,NA,367.333333333333,NA,279.333333333333,NA,NA,230.666666666667,NA,40,NA,2007-06-26
"569",2007-07-12,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,344.666666666667,NA,603,NA,401.333333333333,NA,235,NA,140.333333333333,NA,NA,117,NA,40,NA,2007-07-12
"570",2007-07-21,"S2",7,2,NA,68,NA,0,NA,NA,28,NA,510.666666666667,NA,663,NA,519.666666666667,NA,408.666666666667,NA,305,NA,NA,212.666666666667,NA,40,NA,2007-07-21
"571",2007-08-22,"S2",7,2,NA,68,NA,0,NA,NA,54,NA,344.333333333333,NA,418,NA,293,NA,255.333333333333,NA,167.666666666667,NA,NA,146.333333333333,NA,40,NA,2007-08-22
"572",2007-08-29,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-08-29
"573",2007-10-09,"S2",7,2,NA,68,NA,0,NA,NA,65,NA,312.666666666667,NA,263.666666666667,NA,297.666666666667,NA,289.666666666667,NA,250.333333333333,NA,NA,189.333333333333,NA,10.6666666666667,NA,2007-10-09
"574",2007-10-16,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-10-16
"575",2007-10-25,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,259,NA,250.333333333333,NA,193.666666666667,NA,175.333333333333,NA,111.666666666667,NA,NA,88,NA,40,NA,2007-10-25
"576",2007-11-01,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-11-01
"577",2007-11-17,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2007-11-17
"578",2007-12-03,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2007-12-03
"579",2007-12-19,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,328.666666666667,NA,410.666666666667,NA,311,NA,207.666666666667,NA,96.6666666666667,NA,NA,90.3333333333333,NA,32,NA,2007-12-19
"580",2007-12-28,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,333.666666666667,NA,407.666666666667,NA,252,NA,197.333333333333,NA,150,NA,NA,78,NA,32,NA,2007-12-28
"581",2008-01-13,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-01-13
"582",2015-11-08,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,254.333333333333,NA,226.666666666667,NA,154.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-08
"583",2015-12-10,"S2",8,2,NA,928,NA,0,NA,8,NA,NA,979.666666666667,NA,1016.33333333333,NA,982.333333333333,NA,1143.33333333333,NA,1175.66666666667,NA,1175.66666666667,1055.33333333333,NA,NA,NA,2015-12-10
"584",2016-01-02,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,110,NA,185.333333333333,NA,107.666666666667,NA,61.3333333333333,NA,79.3333333333333,NA,79.3333333333333,72,NA,NA,NA,2016-01-02
"585",2016-01-27,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,230,NA,229.666666666667,NA,130,NA,76.6666666666667,NA,87.3333333333333,NA,87.3333333333333,82.3333333333333,NA,NA,NA,2016-01-27
"586",2016-02-12,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,237.666666666667,NA,245,NA,133.666666666667,NA,76.3333333333333,NA,79,NA,79,72,NA,NA,NA,2016-02-12
"587",2016-02-28,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,257.666666666667,NA,269,NA,144,NA,107.333333333333,NA,102.333333333333,NA,102.333333333333,91,NA,NA,NA,2016-02-28
"588",2016-03-15,"S2",8,2,NA,324,NA,0,NA,89.3333333333333,NA,NA,296.666666666667,NA,337.333333333333,NA,229,NA,245,NA,247,NA,247,198,NA,NA,NA,2016-03-15
"589",2016-04-16,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,235,NA,261.333333333333,NA,149.333333333333,NA,123.333333333333,NA,128,NA,128,113.666666666667,NA,NA,NA,2016-04-16
"590",2016-05-02,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,417,NA,448.666666666667,NA,354.666666666667,NA,334,NA,331,NA,331,266.666666666667,NA,NA,NA,2016-05-02
"591",2016-05-09,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,240.333333333333,NA,310.333333333333,NA,216,NA,203.333333333333,NA,225,NA,225,189.333333333333,NA,NA,NA,2016-05-09
"592",2016-05-25,"S2",8,2,NA,437.333333333333,NA,0,NA,32,NA,NA,1093.33333333333,NA,1255.33333333333,NA,1247.33333333333,NA,1287.66666666667,NA,1241.33333333333,NA,1241.33333333333,1075.66666666667,NA,NA,NA,2016-05-25
"593",2016-06-03,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,322.666666666667,NA,330.333333333333,NA,205.333333333333,NA,153,NA,133.666666666667,NA,133.666666666667,117.666666666667,NA,NA,NA,2016-06-03
"594",2016-06-19,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,309.333333333333,NA,322.333333333333,NA,196,NA,136.333333333333,NA,124.333333333333,NA,124.333333333333,113.666666666667,NA,NA,NA,2016-06-19
"595",2016-07-05,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,299.666666666667,NA,362,NA,201.333333333333,NA,122,NA,127.666666666667,NA,127.666666666667,114.333333333333,NA,NA,NA,2016-07-05
"596",2016-07-12,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,527.666666666667,NA,707.333333333333,NA,553.333333333333,NA,484.333333333333,NA,490,NA,490,424.666666666667,NA,NA,NA,2016-07-12
"597",2016-07-21,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,278.666666666667,NA,408,NA,232,NA,128.333333333333,NA,119,NA,119,103.666666666667,NA,NA,NA,2016-07-21
"598",2016-08-29,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,381.333333333333,NA,508,NA,420.333333333333,NA,363,NA,385.333333333333,NA,385.333333333333,333.666666666667,NA,NA,NA,2016-08-29
"599",2016-09-14,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,164,NA,264.333333333333,NA,189.333333333333,NA,137.666666666667,NA,166,NA,166,141.333333333333,NA,NA,NA,2016-09-14
"600",2016-10-09,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,255,NA,244.333333333333,NA,165,NA,119.333333333333,NA,124,NA,124,107.333333333333,NA,NA,NA,2016-10-09
"601",2016-11-10,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,272.333333333333,NA,258.333333333333,NA,178.333333333333,NA,126,NA,127.666666666667,NA,127.666666666667,117,NA,NA,NA,2016-11-10
"602",2016-12-03,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,104.666666666667,NA,177.666666666667,NA,126.666666666667,NA,90,NA,105,NA,105,96,NA,NA,NA,2016-12-03
"603",2016-12-19,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,112.666666666667,NA,185.666666666667,NA,126.333333333333,NA,84,NA,116.333333333333,NA,116.333333333333,95.6666666666667,NA,NA,NA,2016-12-19
"604",2017-01-04,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,31.6666666666667,NA,102,NA,43,NA,28,NA,71.6666666666667,NA,71.6666666666667,68.3333333333333,NA,NA,NA,2017-01-04
"605",2017-02-05,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,79,NA,174,NA,114.666666666667,NA,93,NA,93.6666666666667,NA,93.6666666666667,85,NA,NA,NA,2017-02-05
"606",2017-02-21,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,36.6666666666667,NA,144,NA,67.6666666666667,NA,41.3333333333333,NA,65.3333333333333,NA,65.3333333333333,59.6666666666667,NA,NA,NA,2017-02-21
"607",2017-03-01,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,209.666666666667,NA,311.333333333333,NA,213.333333333333,NA,214.666666666667,NA,147.333333333333,NA,NA,125.333333333333,NA,32,NA,2017-03-01
"608",2017-03-02,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,228.333333333333,NA,246.333333333333,NA,148.333333333333,NA,103.333333333333,NA,92.3333333333333,NA,92.3333333333333,78.3333333333333,NA,NA,NA,2017-03-02
"609",2017-03-09,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,99.6666666666667,NA,187.666666666667,NA,118,NA,91.6666666666667,NA,90.3333333333333,NA,90.3333333333333,78.6666666666667,NA,NA,NA,2017-03-09
"610",2017-03-10,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,305.333333333333,NA,313.666666666667,NA,244,NA,219,NA,150.333333333333,NA,NA,94.6666666666667,NA,40,NA,2017-03-10
"611",2017-03-18,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,293,NA,322,NA,222.333333333333,NA,210,NA,210,NA,210,168.666666666667,NA,NA,NA,2017-03-18
"612",2017-03-25,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,169.333333333333,NA,243.333333333333,NA,191.333333333333,NA,174,NA,142.333333333333,NA,142.333333333333,116.666666666667,NA,NA,NA,2017-03-25
"613",2017-04-02,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-02
"614",2017-04-03,"S2",8,2,NA,324,NA,0,NA,100,NA,NA,384.666666666667,NA,438.666666666667,NA,354,NA,379,NA,364,NA,364,306.666666666667,NA,NA,NA,2017-04-03
"615",2017-04-10,"S2",8,2,NA,324,NA,0,NA,89.3333333333333,NA,NA,253,NA,352,NA,278,NA,286.666666666667,NA,277.666666666667,NA,277.666666666667,227.666666666667,NA,NA,NA,2017-04-10
"616",2017-04-11,"S2",7,2,NA,224,NA,0,NA,NA,228,NA,1042,NA,1162.66666666667,NA,1201,NA,1478.66666666667,NA,1170.33333333333,NA,NA,970.333333333333,NA,4,NA,2017-04-11
"617",2017-04-18,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-18
"618",2017-04-26,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,281.666666666667,NA,386,NA,307.333333333333,NA,293.333333333333,NA,327.666666666667,NA,327.666666666667,289,NA,NA,NA,2017-04-26
"619",2017-04-27,"S2",7,2,NA,68,NA,0,NA,NA,12,NA,489.333333333333,NA,519.333333333333,NA,520.333333333333,NA,578,NA,560,NA,NA,457.333333333333,NA,2,NA,2017-04-27
"620",2017-05-04,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-05-04
"621",2017-05-05,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,400.666666666667,NA,450,NA,334,NA,278,NA,251,NA,251,215,NA,NA,NA,2017-05-05
"622",2017-05-12,"S2",8,2,NA,324,NA,0,NA,100,NA,NA,354.333333333333,NA,495.666666666667,NA,436.666666666667,NA,492,NA,506.666666666667,NA,506.666666666667,439.666666666667,NA,NA,NA,2017-05-12
"623",2017-05-21,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,371.333333333333,NA,436.666666666667,NA,329.666666666667,NA,250.666666666667,NA,249.333333333333,NA,249.333333333333,219,NA,NA,NA,2017-05-21
"624",2017-05-28,"S2",8,2,NA,333.333333333333,NA,0,NA,68,NA,NA,627.333333333333,NA,760.333333333333,NA,673,NA,650.666666666667,NA,606.666666666667,NA,606.666666666667,525.666666666667,NA,NA,NA,2017-05-28
"625",2017-05-29,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,366.333333333333,NA,418,NA,371.333333333333,NA,345,NA,266,NA,NA,217.333333333333,NA,29.3333333333333,NA,2017-05-29
"626",2017-06-05,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,313,NA,412.5,NA,306,NA,274,NA,214.5,NA,NA,148,NA,24,NA,2017-06-05
"627",2017-06-06,"S2",8,2,NA,324,NA,0,NA,100,NA,NA,578,NA,694,NA,634,NA,659.666666666667,NA,620,NA,620,539,NA,NA,NA,2017-06-06
"628",2017-06-13,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,173.333333333333,NA,293,NA,196.333333333333,NA,125.333333333333,NA,145.333333333333,NA,145.333333333333,117.666666666667,NA,NA,NA,2017-06-13
"629",2017-06-14,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-06-14
"630",2017-06-21,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,519,NA,611.666666666667,NA,518.666666666667,NA,408.333333333333,NA,247.333333333333,NA,NA,156.333333333333,NA,40,NA,2017-06-21
"631",2017-06-22,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,355,NA,458.666666666667,NA,326.666666666667,NA,215,NA,186,NA,186,154,NA,NA,NA,2017-06-22
"632",2017-06-29,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,583,NA,720.333333333333,NA,657.333333333333,NA,597.666666666667,NA,578,NA,578,504.666666666667,NA,NA,NA,2017-06-29
"633",2017-06-30,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,262.666666666667,NA,299.333333333333,NA,243.666666666667,NA,213.333333333333,NA,170,NA,NA,169,NA,40,NA,2017-06-30
"634",2017-07-07,"S2",7,2,NA,96,NA,0,NA,NA,8,NA,1287.66666666667,NA,1519,NA,1592.33333333333,NA,1555.33333333333,NA,1486,NA,NA,1277.33333333333,NA,40,NA,2017-07-07
"635",2017-07-08,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,410.333333333333,NA,472.333333333333,NA,341.333333333333,NA,251.666666666667,NA,210.666666666667,NA,210.666666666667,170.666666666667,NA,NA,NA,2017-07-08
"636",2017-07-15,"S2",8,2,NA,342.666666666667,NA,0,NA,68,NA,NA,690.666666666667,NA,849.333333333333,NA,781.666666666667,NA,740,NA,733.333333333333,NA,733.333333333333,576.666666666667,NA,NA,NA,2017-07-15
"637",2017-07-16,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-07-16
"638",2017-07-23,"S2",7,2,NA,224,NA,0,NA,NA,8,NA,2615,NA,2764.66666666667,NA,2908.33333333333,NA,3188.66666666667,NA,1992.66666666667,NA,NA,1639.33333333333,NA,2,NA,2017-07-23
"639",2017-07-31,"S2",8,2,NA,480,NA,0,NA,8,NA,NA,1717.66666666667,NA,1909.33333333333,NA,2055.33333333333,NA,2646.33333333333,NA,2790.33333333333,NA,2790.33333333333,2411,NA,NA,NA,2017-07-31
"640",2017-08-01,"S2",7,2,NA,224,NA,10,NA,NA,85,NA,20000,NA,3762,NA,20000,NA,4651,NA,4323,NA,NA,3928,NA,11.3333333333333,NA,2017-08-01
"641",2017-08-08,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,216.666666666667,NA,322,NA,267,NA,201.333333333333,NA,140.666666666667,NA,NA,102,NA,40,NA,2017-08-08
"642",2017-08-09,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,217.333333333333,NA,291.666666666667,NA,200.333333333333,NA,105.333333333333,NA,104.333333333333,NA,104.333333333333,96,NA,NA,NA,2017-08-09
"643",2017-08-16,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,487,NA,627,NA,590,NA,516.666666666667,NA,514.666666666667,NA,514.666666666667,445.333333333333,NA,NA,NA,2017-08-16
"644",2017-08-17,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,240,NA,299,NA,231.333333333333,NA,193,NA,120.666666666667,NA,NA,103.666666666667,NA,40,NA,2017-08-17
"645",2017-08-24,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,293.333333333333,NA,376,NA,301,NA,286.333333333333,NA,236.333333333333,NA,NA,162.333333333333,NA,40,NA,2017-08-24
"646",2017-08-25,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,233.666666666667,NA,290.333333333333,NA,189.333333333333,NA,101,NA,98,NA,98,87.6666666666667,NA,NA,NA,2017-08-25
"647",2017-09-01,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,263.666666666667,NA,381,NA,278,NA,187.666666666667,NA,136.666666666667,NA,136.666666666667,112.333333333333,NA,NA,NA,2017-09-01
"648",2017-09-02,"S2",7,2,NA,68,NA,0,NA,NA,27.6666666666667,NA,468.333333333333,NA,490.666666666667,NA,413.666666666667,NA,389.666666666667,NA,240.333333333333,NA,NA,188,NA,40,NA,2017-09-02
"649",2017-09-09,"S2",7,2,NA,96,NA,0,NA,NA,186,NA,619,NA,687,NA,597,NA,552.333333333333,NA,304.666666666667,NA,NA,223.666666666667,NA,32,NA,2017-09-09
"650",2017-09-10,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,318.333333333333,NA,389,NA,269.666666666667,NA,173.333333333333,NA,135.666666666667,NA,135.666666666667,113.333333333333,NA,NA,NA,2017-09-10
"651",2017-09-17,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,162,NA,271.666666666667,NA,191.333333333333,NA,109.666666666667,NA,108,NA,108,89.3333333333333,NA,NA,NA,2017-09-17
"652",2017-09-25,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,217,NA,279,NA,206.666666666667,NA,189,NA,132.666666666667,NA,NA,95.3333333333333,NA,32,NA,2017-09-25
"653",2017-09-26,"S2",8,2,NA,992,NA,0,NA,8,NA,NA,4645.66666666667,NA,4661,NA,4711.33333333333,NA,4987.33333333333,NA,1885.66666666667,NA,1885.66666666667,2025,NA,NA,NA,2017-09-26
"654",2017-10-03,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,169.666666666667,NA,241.333333333333,NA,194,NA,140,NA,142,NA,142,123.333333333333,NA,NA,NA,2017-10-03
"655",2017-10-04,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,302,NA,306.333333333333,NA,239.666666666667,NA,237,NA,124.666666666667,NA,NA,123,NA,40,NA,2017-10-04
"656",2017-10-11,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-11
"657",2017-10-12,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,211,NA,244.333333333333,NA,175,NA,99,NA,100,NA,100,93.3333333333333,NA,NA,NA,2017-10-12
"658",2017-10-19,"S2",8,2,NA,394.666666666667,NA,0,NA,56,NA,NA,661,NA,746,NA,779.333333333333,NA,996.333333333333,NA,971,NA,971,847,NA,NA,NA,2017-10-19
"659",2017-10-20,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,264,NA,319.666666666667,NA,252,NA,226.333333333333,NA,97.6666666666667,NA,NA,121.333333333333,NA,40,NA,2017-10-20
"660",2017-10-27,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-27
"661",2017-10-28,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,280,NA,306,NA,230.333333333333,NA,154.333333333333,NA,139,NA,139,117,NA,NA,NA,2017-10-28
"662",2017-11-04,"S2",8,2,NA,821.333333333333,NA,0,NA,8,NA,NA,4136.33333333333,NA,3202,NA,3455,NA,3851.66666666667,NA,2511.33333333333,NA,2511.33333333333,2075.33333333333,NA,NA,NA,2017-11-04
"663",2017-11-05,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-11-05
"664",2017-11-12,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-11-12
"665",2017-11-13,"S2",8,2,NA,352,NA,0,NA,80,NA,NA,645.333333333333,NA,907,NA,884.333333333333,NA,1068.33333333333,NA,1546.33333333333,NA,1546.33333333333,1290.66666666667,NA,NA,NA,2017-11-13
"666",2017-11-20,"S2",8,2,NA,394.666666666667,NA,0,NA,112,NA,NA,448,NA,531.333333333333,NA,535.333333333333,NA,618.666666666667,NA,632.333333333333,NA,632.333333333333,535.666666666667,NA,NA,NA,2017-11-20
"667",2017-11-21,"S2",7,2,NA,68,NA,0,NA,NA,23,NA,506,NA,538.666666666667,NA,518,NA,547.333333333333,NA,542.666666666667,NA,NA,404.333333333333,NA,0,NA,2017-11-21
"668",2017-11-28,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,223,NA,251.666666666667,NA,197.333333333333,NA,182,NA,144,NA,NA,126,NA,32,NA,2017-11-28
"669",2017-11-29,"S2",8,2,NA,992,NA,0,NA,8,NA,NA,2711,NA,2700.33333333333,NA,2730.66666666667,NA,2944.66666666667,NA,1829.33333333333,NA,1829.33333333333,1771.66666666667,NA,NA,NA,2017-11-29
"670",2017-12-06,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,100.333333333333,NA,141.333333333333,NA,104.333333333333,NA,72.6666666666667,NA,100.666666666667,NA,100.666666666667,82.6666666666667,NA,NA,NA,2017-12-06
"671",2017-12-07,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,250.666666666667,NA,200,NA,204.333333333333,NA,153.666666666667,NA,173.666666666667,NA,NA,95.3333333333333,NA,32,NA,2017-12-07
"672",2017-12-14,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,497,NA,440,NA,398,NA,337,NA,213,NA,NA,221,NA,10.6666666666667,NA,2017-12-14
"673",2017-12-15,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,259,NA,236.333333333333,NA,155,NA,95,NA,88.3333333333333,NA,88.3333333333333,81.6666666666667,NA,NA,NA,2017-12-15
"674",2017-12-22,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,97,NA,151.666666666667,NA,96,NA,65,NA,108.333333333333,NA,108.333333333333,97.3333333333333,NA,NA,NA,2017-12-22
"675",2017-12-23,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-12-23
"676",2017-12-30,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,264.666666666667,NA,286.333333333333,NA,233.333333333333,NA,251.666666666667,NA,166.333333333333,NA,NA,162.333333333333,NA,21.3333333333333,NA,2017-12-30
"677",2017-12-31,"S2",8,2,NA,992,NA,0,NA,8,NA,NA,3773,NA,3715.33333333333,NA,3759,NA,3964.33333333333,NA,2236,NA,2236,2295,NA,NA,NA,2017-12-31
"678",2018-01-07,"S2",8,2,NA,324,NA,0,NA,89.3333333333333,NA,NA,213,NA,301.666666666667,NA,272.666666666667,NA,334,NA,373.666666666667,NA,373.666666666667,322,NA,NA,NA,2018-01-07
"679",2018-01-08,"S2",7,2,NA,224,NA,0,NA,NA,166,NA,1907,NA,1798.33333333333,NA,1956,NA,2250.66666666667,NA,1688.33333333333,NA,NA,1469.33333333333,NA,2,NA,2018-01-08
"680",2018-01-15,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,458,NA,529.666666666667,NA,455.333333333333,NA,480.333333333333,NA,420,NA,NA,303.666666666667,NA,0,NA,2018-01-15
"681",2018-01-16,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,340.333333333333,NA,356,NA,274.333333333333,NA,259.333333333333,NA,273,NA,273,229.333333333333,NA,NA,NA,2018-01-16
"682",2018-01-23,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,99.6666666666667,NA,174.333333333333,NA,109.333333333333,NA,66,NA,92,NA,92,80.3333333333333,NA,NA,NA,2018-01-23
"683",2018-01-24,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2018-01-24
"684",2018-01-31,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,285.333333333333,NA,312.333333333333,NA,227.333333333333,NA,227,NA,200.333333333333,NA,NA,140.666666666667,NA,21.3333333333333,NA,2018-01-31
"685",2018-02-01,"S2",8,2,NA,324,NA,0,NA,100,NA,NA,434,NA,452.666666666667,NA,369.333333333333,NA,404.333333333333,NA,426.333333333333,NA,426.333333333333,377,NA,NA,NA,2018-02-01
"686",2018-02-08,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,105.333333333333,NA,168,NA,107.666666666667,NA,74.3333333333333,NA,98.6666666666667,NA,98.6666666666667,88.3333333333333,NA,NA,NA,2018-02-08
"687",2018-02-09,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,240.666666666667,NA,248.666666666667,NA,156.666666666667,NA,206.666666666667,NA,140.666666666667,NA,NA,114.333333333333,NA,40,NA,2018-02-09
"688",2018-02-16,"S2",7,2,NA,224,NA,2,NA,NA,NA,NA,20000,NA,4878,NA,5076,NA,5300.66666666667,NA,2154.33333333333,NA,NA,1963.66666666667,NA,2,NA,2018-02-16
"689",2018-02-17,"S2",8,2,NA,836,NA,0,NA,8,NA,NA,636.666666666667,NA,678.666666666667,NA,632.666666666667,NA,700.666666666667,NA,702.333333333333,NA,702.333333333333,583,NA,NA,NA,2018-02-17
"690",2018-02-24,"S2",8,2,NA,324,NA,0,NA,68,NA,NA,135.333333333333,NA,195.333333333333,NA,129,NA,107.333333333333,NA,124.333333333333,NA,124.333333333333,100.333333333333,NA,NA,NA,2018-02-24
"691",2007-01-01,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,249,NA,272.5,NA,186,NA,153,NA,53,NA,NA,76,NA,32,NA,2007-01-01
"692",2007-01-17,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,286,NA,274,NA,183.5,NA,181,NA,104,NA,NA,54,NA,32,NA,2007-01-17
"693",2007-01-26,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-01-26
"694",2007-02-02,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-02-02
"695",2007-02-27,"S5",7,2,NA,68,NA,0,NA,NA,15,NA,267,NA,265,NA,221,NA,160,NA,109,NA,NA,70.5,NA,32,NA,2007-02-27
"696",2007-03-15,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-03-15
